timestamp,product,side,size,price,mid_at_fill,edge_at_fill,mid_plus_10,mid_plus_50,mid_plus_200,realized_pnl_fifo,adverse_N4_M20,adverse_N2_M10,adverse_N6_M50,inv_before,inv_after
231900,INTARIAN_PEPPER_ROOT,SELL,3,13238.0,13232.0,6.0,13234.5,13237.0,13253.5,394.0,0,0,0,80,77
232700,ASH_COATED_OSMIUM,BUY,2,9997.0,9991.0,-6.0,9997.5,9995.0,9997.0,28.0,0,1,1,-77,-75
234200,ASH_COATED_OSMIUM,SELL,5,10003.0,9996.0,7.0,10000.5,9996.0,9998.0,0.0,0,0,0,-75,-80
236500,ASH_COATED_OSMIUM,BUY,9,9994.0,9991.5,-2.5,9995.0,9996.0,9999.0,139.0,0,0,1,-80,-71
236900,INTARIAN_PEPPER_ROOT,BUY,3,13231.0,13237.0,6.0,13243.0,13242.0,13257.0,0.0,1,1,0,77,80
238400,ASH_COATED_OSMIUM,SELL,2,10002.0,9995.0,7.0,9996.0,9997.0,9999.0,0.0,0,0,0,-71,-73
238500,INTARIAN_PEPPER_ROOT,SELL,6,13245.0,13238.5,6.5,13239.5,13243.5,13266.0,760.0,0,0,0,80,74
238800,INTARIAN_PEPPER_ROOT,BUY,4,13233.0,13239.0,6.0,13238.0,13244.0,13266.0,0.0,0,0,0,74,78
239400,INTARIAN_PEPPER_ROOT,BUY,2,13235.0,13233.5,-1.5,13240.5,13244.5,13259.5,0.0,0,0,0,78,80
239600,ASH_COATED_OSMIUM,BUY,5,9989.0,9996.0,7.0,9995.0,9997.0,9998.5,91.0,0,0,0,-73,-68
240400,ASH_COATED_OSMIUM,BUY,4,9993.0,9990.0,-3.0,9996.5,9995.0,9997.0,52.0,1,1,0,-68,-64
241000,ASH_COATED_OSMIUM,BUY,4,9998.0,9993.5,-4.5,9998.0,9996.5,9997.0,29.0,1,1,1,-64,-60
243100,INTARIAN_PEPPER_ROOT,SELL,7,13253.0,13245.0,8.0,13244.0,13248.0,13265.0,850.0,0,0,0,80,73
243300,ASH_COATED_OSMIUM,BUY,5,9998.0,9992.0,-6.0,9996.0,9997.0,9999.0,41.0,1,1,1,-60,-55
243900,ASH_COATED_OSMIUM,BUY,9,9995.0,9992.0,-3.0,9996.0,9997.5,10004.0,142.0,0,0,1,-55,-46
247000,ASH_COATED_OSMIUM,BUY,4,9996.0,9991.5,-4.5,9996.0,9997.5,9999.0,50.0,1,1,1,-46,-42
247100,ASH_COATED_OSMIUM,SELL,9,10002.0,9995.0,7.0,9996.0,9997.0,9999.0,0.0,0,0,0,-42,-51
247600,INTARIAN_PEPPER_ROOT,SELL,3,13254.0,13247.5,6.5,13248.5,13252.5,13267.5,342.0,0,0,0,73,70
248300,INTARIAN_PEPPER_ROOT,BUY,5,13244.0,13241.0,-3.0,13249.0,13253.5,13270.0,0.0,0,0,0,70,75
249300,ASH_COATED_OSMIUM,BUY,5,9981.0,10006.0,25.0,9996.0,9998.0,9997.0,165.0,0,0,0,-51,-46
251200,INTARIAN_PEPPER_ROOT,BUY,5,13247.0,13245.5,-1.5,13252.0,13253.5,13273.0,0.0,1,0,0,75,80
253200,ASH_COATED_OSMIUM,BUY,5,9990.0,9997.0,7.0,9998.0,10000.0,9997.0,97.0,0,0,0,-46,-41
254500,ASH_COATED_OSMIUM,BUY,2,9999.0,9994.5,-4.5,9998.0,9998.0,9998.5,13.0,1,1,1,-41,-39
254600,ASH_COATED_OSMIUM,BUY,5,9999.0,9994.5,-4.5,9999.0,9998.5,9997.0,33.0,0,0,1,-39,-34
256800,ASH_COATED_OSMIUM,BUY,5,9992.0,10000.5,8.5,9999.0,9998.0,9999.0,95.0,0,0,0,-34,-29
257800,ASH_COATED_OSMIUM,BUY,2,9992.0,9999.0,7.0,10000.5,9992.0,9998.0,38.0,0,0,0,-29,-27
258900,ASH_COATED_OSMIUM,SELL,2,10006.0,9999.0,7.0,9998.0,10004.0,10000.0,0.0,0,0,0,-27,-29
259000,ASH_COATED_OSMIUM,BUY,5,10000.0,9995.5,-4.5,9996.5,10000.0,9998.5,19.0,1,1,1,-29,-24
259700,ASH_COATED_OSMIUM,BUY,5,10000.0,9995.0,-5.0,9996.0,10001.0,9998.5,30.0,1,1,1,-24,-19
261200,ASH_COATED_OSMIUM,BUY,3,9991.0,9998.0,7.0,10002.0,10000.0,9998.0,35.0,0,0,0,-19,-16
262300,INTARIAN_PEPPER_ROOT,SELL,5,13268.0,13262.0,6.0,13263.0,13267.0,13280.5,624.0,0,0,0,80,75
264400,ASH_COATED_OSMIUM,BUY,3,9993.0,10001.0,8.0,9999.0,10002.5,9995.0,30.0,0,0,0,-16,-13
268600,ASH_COATED_OSMIUM,SELL,2,10004.0,9997.0,7.0,9997.5,9989.0,9995.0,0.0,0,0,0,-13,-15
269200,ASH_COATED_OSMIUM,BUY,6,9987.0,9996.5,9.5,9999.0,9997.0,10006.0,90.0,0,0,0,-15,-9
269300,INTARIAN_PEPPER_ROOT,BUY,5,13265.0,13263.5,-1.5,13270.0,13272.5,13287.5,0.0,0,0,0,75,80
270600,ASH_COATED_OSMIUM,BUY,3,9990.0,9997.0,7.0,9998.5,10001.5,9995.0,36.0,0,0,0,-9,-6
272500,ASH_COATED_OSMIUM,BUY,5,9999.0,9994.0,-5.0,9997.0,9999.0,9996.0,25.0,1,1,1,-6,-1
273700,ASH_COATED_OSMIUM,SELL,3,10004.0,9997.0,7.0,9997.0,9999.0,9996.0,0.0,0,0,0,-1,-4
276900,ASH_COATED_OSMIUM,BUY,8,9996.0,9992.0,-4.0,9999.0,9999.0,10000.5,32.0,1,1,1,-4,4
280000,ASH_COATED_OSMIUM,BUY,7,9994.0,9991.5,-2.5,9998.0,9996.0,9996.0,0.0,1,1,0,4,11
280300,ASH_COATED_OSMIUM,SELL,8,10004.0,9997.0,7.0,9997.0,9996.0,9997.5,72.0,0,1,0,11,3
283600,ASH_COATED_OSMIUM,BUY,4,9994.0,9991.5,-2.5,9997.5,9995.0,9995.0,0.0,0,0,0,3,7
285200,ASH_COATED_OSMIUM,SELL,6,10002.0,9995.0,7.0,9996.0,9987.0,9997.5,48.0,0,0,0,7,1
285300,ASH_COATED_OSMIUM,BUY,10,9989.0,9996.0,7.0,9996.0,9995.0,9996.0,0.0,0,0,0,1,11
286600,ASH_COATED_OSMIUM,BUY,2,9997.0,9992.5,-4.5,9996.0,9997.5,9998.0,0.0,1,1,1,11,13
288300,ASH_COATED_OSMIUM,BUY,6,9993.0,9990.5,-2.5,9995.0,9996.0,9999.0,0.0,1,1,1,13,19
288700,INTARIAN_PEPPER_ROOT,SELL,7,13295.0,13289.0,6.0,13288.0,13295.5,13309.0,976.0,0,0,1,80,73
291500,INTARIAN_PEPPER_ROOT,BUY,4,13285.0,13291.5,6.5,13292.5,13295.0,13311.5,0.0,0,0,0,73,77
294800,INTARIAN_PEPPER_ROOT,BUY,3,13285.0,13293.0,8.0,13296.0,13300.0,13313.0,0.0,0,0,0,77,80
295700,ASH_COATED_OSMIUM,SELL,7,10002.0,9998.0,4.0,9990.5,9997.0,9991.0,86.0,0,1,0,19,12
296700,ASH_COATED_OSMIUM,BUY,6,9993.0,9990.5,-2.5,9995.0,9999.0,10003.0,0.0,0,0,0,12,18
298600,ASH_COATED_OSMIUM,BUY,6,9989.0,9996.0,7.0,9997.0,9995.0,10002.0,0.0,0,0,0,18,24
298600,ASH_COATED_OSMIUM,SELL,6,10003.0,9996.0,7.0,9997.0,9995.0,10002.0,68.0,0,0,0,24,18
298700,ASH_COATED_OSMIUM,SELL,6,10003.0,9996.0,7.0,9996.0,9996.5,10003.0,60.0,0,0,0,18,12
300700,ASH_COATED_OSMIUM,SELL,6,10005.0,9997.0,8.0,9999.0,9995.5,10002.0,72.0,0,0,0,12,6
300800,INTARIAN_PEPPER_ROOT,SELL,3,13307.0,13301.0,6.0,13302.0,13306.0,13321.0,441.0,1,1,1,80,77
300900,ASH_COATED_OSMIUM,BUY,2,9998.0,9993.5,-4.5,9997.0,9996.5,10010.0,0.0,1,1,1,6,8
303500,ASH_COATED_OSMIUM,BUY,2,9997.0,9992.5,-4.5,9996.5,9999.0,10003.0,0.0,1,1,1,8,10
303500,ASH_COATED_OSMIUM,BUY,8,9989.0,9992.5,3.5,9996.5,9999.0,10003.0,0.0,0,1,0,10,18
303800,ASH_COATED_OSMIUM,BUY,2,9997.0,9992.0,-5.0,9995.0,9999.0,10004.5,0.0,1,1,1,18,20
304800,ASH_COATED_OSMIUM,SELL,5,10003.0,9995.0,8.0,9988.0,9998.0,10001.0,70.0,0,0,0,20,15
305000,ASH_COATED_OSMIUM,BUY,5,9981.0,10004.0,23.0,9997.0,9997.0,10002.0,0.0,0,0,0,15,20
305800,INTARIAN_PEPPER_ROOT,SELL,6,13312.0,13306.0,6.0,13310.5,13309.0,13327.5,904.0,0,0,0,77,71
307100,ASH_COATED_OSMIUM,BUY,8,9996.0,10000.0,4.0,9999.0,9999.0,10002.0,0.0,0,0,0,20,28
308200,ASH_COATED_OSMIUM,BUY,6,9992.0,9999.0,7.0,9999.0,9999.0,10002.0,0.0,0,0,0,28,34
308400,ASH_COATED_OSMIUM,SELL,4,10006.0,9999.0,7.0,10000.0,10000.0,10003.0,42.0,0,0,0,34,30
308600,ASH_COATED_OSMIUM,BUY,5,9992.0,9999.0,7.0,9998.0,10001.5,10004.0,0.0,0,0,0,30,35
309100,ASH_COATED_OSMIUM,BUY,3,9992.0,10000.0,8.0,9998.0,10000.5,10004.0,0.0,0,0,0,35,38
310800,ASH_COATED_OSMIUM,BUY,4,9992.0,9999.0,7.0,9999.0,9998.5,10003.5,0.0,0,0,0,38,42
313400,ASH_COATED_OSMIUM,BUY,5,9993.0,10000.0,7.0,10001.0,9996.5,10001.0,0.0,0,0,0,42,47
314500,INTARIAN_PEPPER_ROOT,BUY,4,13310.0,13308.5,-1.5,13315.5,13319.5,13334.5,0.0,0,0,0,71,75
315200,ASH_COATED_OSMIUM,BUY,3,9994.0,10001.0,7.0,10001.0,10000.0,10001.0,0.0,0,1,0,47,50
316300,INTARIAN_PEPPER_ROOT,BUY,4,13310.0,13316.0,6.0,13317.5,13321.0,13334.5,0.0,0,0,0,75,79
318000,INTARIAN_PEPPER_ROOT,BUY,1,13312.0,13318.0,6.0,13319.0,13323.0,13338.0,0.0,0,0,0,79,80
318400,ASH_COATED_OSMIUM,BUY,6,9999.0,9996.5,-2.5,10004.0,10003.0,9998.5,0.0,1,0,0,50,56
318400,INTARIAN_PEPPER_ROOT,SELL,6,13325.0,13318.5,6.5,13319.5,13316.0,13338.5,894.0,1,1,0,80,74
319400,INTARIAN_PEPPER_ROOT,SELL,5,13329.0,13319.5,9.5,13320.5,13324.5,13339.5,821.0,0,0,0,74,69
322400,ASH_COATED_OSMIUM,SELL,4,10005.0,10008.0,-3.0,10003.0,10010.0,10004.0,56.0,0,0,1,56,52
322600,INTARIAN_PEPPER_ROOT,BUY,3,13313.0,13321.0,8.0,13331.0,13335.0,13342.5,0.0,0,0,0,69,72
323600,ASH_COATED_OSMIUM,SELL,5,10010.0,10003.0,7.0,10002.0,10004.0,10003.0,105.0,0,0,0,52,47
323800,ASH_COATED_OSMIUM,SELL,2,10013.0,10004.5,8.5,10001.0,10005.0,10003.0,32.0,0,0,0,47,45
325300,ASH_COATED_OSMIUM,BUY,6,9995.0,10002.0,7.0,10004.0,10002.0,10003.5,0.0,0,0,0,45,51
325700,ASH_COATED_OSMIUM,BUY,6,9995.0,10002.0,7.0,10003.0,10002.0,10003.0,0.0,0,0,0,51,57
326500,ASH_COATED_OSMIUM,SELL,5,10010.0,10003.0,7.0,10002.0,10001.0,10003.0,145.0,0,0,0,57,52
327100,INTARIAN_PEPPER_ROOT,BUY,6,13321.0,13329.0,8.0,13335.0,13332.0,13347.0,0.0,0,0,0,72,78
327500,INTARIAN_PEPPER_ROOT,SELL,4,13337.0,13329.0,8.0,13321.0,13325.0,13347.5,676.0,0,0,0,78,74
327900,ASH_COATED_OSMIUM,BUY,3,9996.0,10003.0,7.0,10004.0,9999.0,10005.5,0.0,0,0,0,52,55
328500,ASH_COATED_OSMIUM,SELL,5,10011.0,10004.0,7.0,10004.0,10001.0,10000.0,75.0,0,0,0,55,50
328500,INTARIAN_PEPPER_ROOT,BUY,4,13324.0,13321.0,-3.0,13329.5,13333.5,13338.0,0.0,0,0,0,74,78
329500,INTARIAN_PEPPER_ROOT,BUY,2,13323.0,13329.5,6.5,13330.5,13334.5,13349.5,0.0,0,0,0,78,80
332200,INTARIAN_PEPPER_ROOT,SELL,7,13338.0,13332.0,6.0,13333.0,13337.0,13352.0,1136.0,0,0,1,80,73
332300,INTARIAN_PEPPER_ROOT,SELL,6,13338.0,13330.5,7.5,13335.0,13335.5,13352.0,906.0,0,0,1,73,67
333100,ASH_COATED_OSMIUM,SELL,7,10002.0,10005.0,-3.0,10001.0,10002.5,10008.0,58.0,1,0,1,50,43
333100,INTARIAN_PEPPER_ROOT,BUY,4,13329.0,13327.5,-1.5,13336.0,13336.5,13353.0,0.0,1,1,1,67,71
334900,ASH_COATED_OSMIUM,SELL,6,10011.0,10003.0,8.0,9996.0,10000.0,10002.0,114.0,0,0,0,43,37
335300,INTARIAN_PEPPER_ROOT,BUY,3,13331.0,13329.5,-1.5,13334.5,13340.0,13355.0,0.0,0,1,0,71,74
335900,ASH_COATED_OSMIUM,BUY,4,9999.0,9996.0,-3.0,10001.0,9995.0,10001.0,0.0,0,0,0,37,41
336300,ASH_COATED_OSMIUM,SELL,2,10008.0,10001.0,7.0,10000.5,10004.0,10002.0,32.0,0,0,0,41,39
337700,ASH_COATED_OSMIUM,SELL,8,10009.0,10002.0,7.0,10002.0,10003.0,10003.0,134.0,0,0,0,39,31
338500,ASH_COATED_OSMIUM,SELL,8,10003.0,10006.5,-3.5,10001.0,10003.0,10003.0,65.0,0,0,1,31,23
339500,ASH_COATED_OSMIUM,SELL,5,10008.0,10001.0,7.0,10004.0,10003.0,9999.0,49.0,0,0,0,23,18
339900,ASH_COATED_OSMIUM,BUY,3,9992.0,10000.0,8.0,9995.0,10003.0,10002.0,0.0,0,0,0,18,21
340800,INTARIAN_PEPPER_ROOT,SELL,4,13347.0,13339.0,8.0,13342.0,13344.0,13359.0,604.0,0,0,0,74,70
341100,INTARIAN_PEPPER_ROOT,SELL,6,13347.0,13341.0,6.0,13340.5,13346.5,13361.0,855.0,0,0,0,70,64
341500,ASH_COATED_OSMIUM,SELL,5,10006.0,10009.0,-3.0,10004.0,10003.0,10004.0,55.0,0,0,0,21,16
341500,ASH_COATED_OSMIUM,SELL,4,10011.0,10009.0,2.0,10004.0,10003.0,10004.0,64.0,0,0,0,16,12
341900,ASH_COATED_OSMIUM,SELL,3,10002.0,10007.5,-5.5,10006.0,10004.0,10004.0,20.0,1,1,1,12,9
342000,INTARIAN_PEPPER_ROOT,BUY,6,13337.0,13336.0,-1.0,13345.0,13347.0,13362.0,0.0,0,0,0,64,70
343200,ASH_COATED_OSMIUM,BUY,2,9997.0,10005.5,8.5,10003.0,10004.0,10004.0,0.0,0,0,0,9,11
343500,INTARIAN_PEPPER_ROOT,SELL,4,13351.0,13336.0,15.0,13344.5,13338.0,13363.5,508.0,0,0,0,70,66
344200,INTARIAN_PEPPER_ROOT,BUY,4,13349.0,13348.0,-1.0,13345.0,13347.5,13364.0,0.0,1,1,1,66,70
344700,ASH_COATED_OSMIUM,BUY,3,9996.0,10003.0,7.0,10003.0,9997.5,10005.0,0.0,0,0,0,11,14
346100,ASH_COATED_OSMIUM,BUY,3,9996.0,10004.0,8.0,10005.5,10002.0,10006.0,0.0,0,0,0,14,17
346900,ASH_COATED_OSMIUM,BUY,5,9997.0,10004.0,7.0,10005.5,10001.0,10000.5,0.0,0,0,0,17,22
346900,ASH_COATED_OSMIUM,SELL,10,10011.0,10004.0,7.0,10005.5,10001.0,10000.5,149.0,0,0,0,22,12
348800,ASH_COATED_OSMIUM,BUY,5,9996.0,10003.0,7.0,10003.0,10000.0,10007.0,0.0,0,0,0,12,17
348900,ASH_COATED_OSMIUM,SELL,4,10002.0,10007.0,-5.0,10001.5,10001.0,10008.5,23.0,0,1,1,17,13
348900,INTARIAN_PEPPER_ROOT,SELL,3,13355.0,13349.0,6.0,13351.5,13354.0,13369.0,368.0,0,0,0,70,67
349300,INTARIAN_PEPPER_ROOT,BUY,12,13351.0,13346.5,-4.5,13350.0,13354.0,13369.0,0.0,0,1,1,67,79
349600,ASH_COATED_OSMIUM,SELL,3,10010.0,10003.0,7.0,10001.0,10003.0,10000.0,42.0,0,0,0,13,10
349700,ASH_COATED_OSMIUM,BUY,9,10000.0,9997.5,-2.5,10000.5,10002.5,10009.0,0.0,1,1,1,10,19
350000,INTARIAN_PEPPER_ROOT,BUY,1,13340.0,13348.0,8.0,13351.0,13353.0,13370.0,0.0,0,0,0,79,80
350400,ASH_COATED_OSMIUM,BUY,5,9996.0,10003.0,7.0,10002.0,10002.0,10009.0,0.0,1,1,0,19,24
351600,INTARIAN_PEPPER_ROOT,SELL,7,13358.0,13350.0,8.0,13352.5,13356.5,13370.0,838.0,0,0,1,80,73
353300,INTARIAN_PEPPER_ROOT,BUY,7,13347.0,13346.0,-1.0,13354.0,13358.0,13371.5,0.0,0,0,0,73,80
353400,ASH_COATED_OSMIUM,SELL,5,10010.0,10001.5,8.5,9993.0,10002.0,10007.0,65.0,0,0,0,24,19
354700,ASH_COATED_OSMIUM,BUY,5,9993.0,10002.5,9.5,10001.0,10002.0,10001.5,0.0,0,0,0,19,24
355700,ASH_COATED_OSMIUM,BUY,5,9994.0,10001.0,7.0,10002.0,10003.0,10005.0,0.0,0,0,0,24,29
357500,ASH_COATED_OSMIUM,BUY,10,9999.0,9996.5,-2.5,10003.0,10002.0,10003.0,0.0,1,0,1,29,39
359000,ASH_COATED_OSMIUM,SELL,5,10021.0,9993.0,28.0,10002.0,10005.0,10006.0,125.0,0,0,0,39,34
363900,ASH_COATED_OSMIUM,SELL,4,10003.0,10008.0,-5.0,9997.0,10008.5,10005.0,12.0,1,1,1,34,30
363900,INTARIAN_PEPPER_ROOT,SELL,3,13370.0,13362.0,8.0,13357.0,13369.0,13384.0,375.0,0,0,0,80,77
364400,ASH_COATED_OSMIUM,SELL,3,10003.0,10008.0,-5.0,10006.0,10009.5,10002.5,9.0,1,1,1,30,27
364900,INTARIAN_PEPPER_ROOT,BUY,3,13360.0,13357.0,-3.0,13365.5,13370.0,13384.5,0.0,0,1,0,77,80
365600,ASH_COATED_OSMIUM,SELL,5,10008.0,10011.0,-3.0,10005.0,10009.0,10004.0,52.0,1,0,1,27,22
365800,ASH_COATED_OSMIUM,SELL,4,10014.0,10007.0,7.0,10005.0,10010.5,10003.0,78.0,0,0,0,22,18
366900,ASH_COATED_OSMIUM,BUY,6,9999.0,10000.5,1.5,10007.5,10009.0,10004.0,0.0,0,0,0,18,24
367100,ASH_COATED_OSMIUM,BUY,2,9981.0,10014.0,33.0,10007.0,10008.0,10004.0,0.0,0,0,0,24,26
367400,ASH_COATED_OSMIUM,SELL,2,10003.0,10008.5,-5.5,10007.0,10008.0,10004.0,20.0,1,1,1,26,24
368400,ASH_COATED_OSMIUM,SELL,10,10014.0,10007.0,7.0,10009.5,10007.0,9996.0,181.0,0,0,0,24,14
369900,ASH_COATED_OSMIUM,SELL,4,10015.0,10008.0,7.0,10009.5,10003.5,10004.0,64.0,0,0,0,14,10
370800,ASH_COATED_OSMIUM,SELL,2,10005.0,10010.5,-5.5,10008.0,10005.0,10005.0,12.0,1,1,1,10,8
371300,INTARIAN_PEPPER_ROOT,SELL,6,13377.0,13371.0,6.0,13370.5,13369.0,13391.0,744.0,1,1,0,80,74
371600,ASH_COATED_OSMIUM,SELL,5,10021.0,10000.0,21.0,10007.0,10003.0,10005.0,110.0,0,0,0,8,3
371700,ASH_COATED_OSMIUM,SELL,2,10006.0,10011.0,-5.0,10009.5,10003.0,10006.5,32.0,0,1,1,3,1
372000,ASH_COATED_OSMIUM,SELL,8,10015.0,10008.0,7.0,10008.0,10003.0,10005.0,34.0,0,0,0,1,-7
372800,INTARIAN_PEPPER_ROOT,BUY,6,13367.0,13373.0,6.0,13374.0,13378.0,13394.5,0.0,0,0,0,74,80
375300,ASH_COATED_OSMIUM,SELL,6,10012.0,10005.0,7.0,10004.5,10002.0,10002.0,0.0,0,0,0,-7,-13
376100,ASH_COATED_OSMIUM,SELL,4,10002.0,10007.5,-5.5,10004.5,10003.5,10005.0,0.0,0,1,1,-13,-17
378300,ASH_COATED_OSMIUM,BUY,4,9981.0,10014.0,33.0,10007.0,10007.0,10004.0,136.0,0,0,0,-17,-13
379700,ASH_COATED_OSMIUM,BUY,6,9999.0,10006.0,7.0,10007.0,10004.0,10002.0,87.0,0,0,0,-13,-7
382000,ASH_COATED_OSMIUM,SELL,6,10013.0,10006.0,7.0,10006.0,10004.0,10003.0,0.0,0,0,0,-7,-13
382500,ASH_COATED_OSMIUM,SELL,2,10003.0,10008.0,-5.0,10006.0,10004.0,10004.0,0.0,1,1,1,-13,-15
383900,ASH_COATED_OSMIUM,SELL,7,10012.0,10005.0,7.0,10003.0,10006.0,10003.5,0.0,0,0,0,-15,-22
384200,ASH_COATED_OSMIUM,BUY,10,9997.0,10004.0,7.0,10002.5,10005.0,10003.0,113.0,0,0,0,-22,-12
385300,ASH_COATED_OSMIUM,SELL,9,10005.0,10008.5,-3.5,10002.5,10005.0,10007.5,0.0,1,0,1,-12,-21
386900,ASH_COATED_OSMIUM,BUY,5,9997.0,10004.0,7.0,10005.0,10005.0,10003.0,60.0,0,0,0,-21,-16
387800,ASH_COATED_OSMIUM,SELL,4,10002.0,10007.5,-5.5,10006.0,10005.0,10002.0,0.0,1,1,1,-16,-20
389100,ASH_COATED_OSMIUM,SELL,7,10007.0,10010.0,-3.0,10005.0,10003.0,10001.0,0.0,1,1,1,-20,-27
389400,ASH_COATED_OSMIUM,SELL,3,10012.0,10005.0,7.0,10005.0,10004.0,10002.0,0.0,0,0,0,-27,-30
389500,ASH_COATED_OSMIUM,BUY,6,9998.0,10005.0,7.0,10005.0,10004.0,10002.5,84.0,0,0,0,-30,-24
390100,ASH_COATED_OSMIUM,SELL,5,10012.0,10005.0,7.0,10006.5,10003.0,10001.0,0.0,0,0,0,-24,-29
391000,ASH_COATED_OSMIUM,SELL,6,10012.0,10005.0,7.0,10005.0,10004.0,10002.0,0.0,0,0,0,-29,-35
391800,ASH_COATED_OSMIUM,SELL,3,10003.0,10009.5,-6.5,10005.0,10005.0,10002.0,0.0,1,1,1,-35,-38
392000,ASH_COATED_OSMIUM,SELL,8,10012.0,10005.0,7.0,10004.0,10002.0,10002.0,0.0,0,0,0,-38,-46
392500,ASH_COATED_OSMIUM,SELL,5,10003.0,10008.0,-5.0,10004.0,10006.0,10001.0,0.0,0,1,1,-46,-51
394600,ASH_COATED_OSMIUM,BUY,7,9997.0,10004.0,7.0,10003.0,10005.0,10000.0,63.0,0,0,0,-51,-44
394800,ASH_COATED_OSMIUM,SELL,5,10002.0,10007.0,-5.0,10006.0,10007.0,10002.0,0.0,1,1,1,-44,-49
394900,ASH_COATED_OSMIUM,SELL,5,10002.0,10007.0,-5.0,10005.0,10002.0,9999.5,0.0,1,1,1,-49,-54
396100,ASH_COATED_OSMIUM,BUY,5,9998.0,10005.0,7.0,10005.0,10004.0,9998.0,29.0,0,0,0,-54,-49
396800,ASH_COATED_OSMIUM,BUY,4,9998.0,10005.0,7.0,10004.0,10002.5,9999.0,26.0,0,0,0,-49,-45
397500,INTARIAN_PEPPER_ROOT,SELL,6,13404.0,13397.5,6.5,13398.5,13402.5,13417.5,774.0,0,0,0,80,74
398400,INTARIAN_PEPPER_ROOT,BUY,6,13394.0,13392.5,-1.5,13398.0,13405.0,13420.0,0.0,0,0,0,74,80
398600,ASH_COATED_OSMIUM,SELL,8,10006.0,10010.5,-4.5,10005.0,10002.0,10000.5,0.0,1,1,1,-45,-53
399000,ASH_COATED_OSMIUM,SELL,2,10002.0,10008.5,-6.5,10010.0,10007.5,9998.5,0.0,1,1,1,-53,-55
400000,ASH_COATED_OSMIUM,SELL,9,10007.0,10010.0,-3.0,10004.0,10004.0,9992.0,0.0,1,0,1,-55,-64
400500,ASH_COATED_OSMIUM,SELL,3,10002.0,10008.5,-6.5,10004.0,10003.0,10007.0,0.0,1,1,1,-64,-67
404000,ASH_COATED_OSMIUM,BUY,5,10000.0,10007.5,7.5,10004.0,10001.0,9992.0,35.0,1,1,1,-67,-62
404000,ASH_COATED_OSMIUM,SELL,7,10004.0,10007.5,-3.5,10004.0,10001.0,9992.0,0.0,0,0,1,-62,-69
404000,INTARIAN_PEPPER_ROOT,SELL,4,13410.0,13404.0,6.0,13398.0,13409.0,13424.0,500.0,0,0,0,80,76
404700,INTARIAN_PEPPER_ROOT,SELL,5,13411.0,13404.5,6.5,13405.5,13409.5,13424.5,505.0,0,1,0,76,71
405000,ASH_COATED_OSMIUM,BUY,5,9997.0,10004.0,7.0,10003.0,10001.0,10004.0,75.0,1,1,0,-69,-64
405300,ASH_COATED_OSMIUM,SELL,5,10004.0,10007.5,-3.5,9995.0,10001.0,10003.0,0.0,1,0,1,-64,-69
408100,ASH_COATED_OSMIUM,SELL,5,10004.0,10004.0,0.0,10001.0,10001.5,10003.0,0.0,0,0,0,-69,-74
408600,ASH_COATED_OSMIUM,SELL,6,10008.0,10001.0,7.0,10001.0,10003.5,10003.0,0.0,0,0,0,-74,-80
409700,INTARIAN_PEPPER_ROOT,BUY,5,13403.0,13409.5,6.5,13412.0,13413.0,13428.0,0.0,0,0,0,71,76
413600,ASH_COATED_OSMIUM,BUY,7,9999.0,10003.5,4.5,10000.0,10000.5,10005.0,91.0,1,0,1,-80,-73
415600,ASH_COATED_OSMIUM,BUY,9,9992.0,10000.5,8.5,9998.0,9999.0,10006.0,153.0,0,0,0,-73,-64
416800,ASH_COATED_OSMIUM,BUY,8,9992.0,9999.0,7.0,9999.0,10001.0,10002.5,124.0,0,0,0,-64,-56
419500,ASH_COATED_OSMIUM,BUY,9,9990.0,9999.5,9.5,10007.0,10003.0,9998.5,109.0,0,0,0,-56,-47
420400,ASH_COATED_OSMIUM,BUY,4,9993.0,10000.0,7.0,10001.5,10003.0,10004.5,44.0,0,0,0,-47,-43
423800,ASH_COATED_OSMIUM,SELL,7,10004.0,10008.5,-4.5,10003.0,10003.0,10001.5,0.0,0,0,0,-43,-50
424700,ASH_COATED_OSMIUM,BUY,6,9996.0,10003.0,7.0,10003.0,10003.0,10002.0,60.0,0,0,0,-50,-44
425100,ASH_COATED_OSMIUM,SELL,4,10010.0,10003.0,7.0,10005.0,10003.0,10002.5,0.0,0,0,0,-44,-48
428300,ASH_COATED_OSMIUM,BUY,3,9994.0,10003.5,9.5,10004.5,10005.0,10003.0,29.0,0,0,0,-48,-45
428300,ASH_COATED_OSMIUM,SELL,5,10013.0,10003.5,9.5,10004.5,10005.0,10003.0,0.0,0,0,0,-45,-50
429300,ASH_COATED_OSMIUM,BUY,2,9996.0,10004.5,8.5,10004.0,10004.0,10003.5,22.0,0,0,0,-50,-48
430200,ASH_COATED_OSMIUM,BUY,8,9997.0,10004.0,7.0,9999.5,10005.5,10001.0,70.0,0,0,0,-48,-40
430900,INTARIAN_PEPPER_ROOT,SELL,5,13437.0,13431.0,6.0,13430.0,13436.0,13451.0,630.0,0,0,0,76,71
431200,INTARIAN_PEPPER_ROOT,SELL,4,13437.0,13431.0,6.0,13432.0,13436.0,13451.0,480.0,0,0,0,71,67
431900,ASH_COATED_OSMIUM,BUY,5,9997.0,10004.0,7.0,10004.0,10003.0,10001.0,33.0,0,0,0,-40,-35
