depth_ask_at,depth_ask_lag1,depth_ask_lag10,depth_ask_lag3,depth_ask_lag5,depth_bid_at,depth_bid_lag1,depth_bid_lag10,depth_bid_lag3,depth_bid_lag5,imb_at,imb_delta_5_1,imb_lag1,imb_lag10,imb_lag3,imb_lag5,label,mid_lag1,mid_lag10,mid_lag3,mid_lag5,mid_pre5,price,product,qty,side,spread_at,spread_lag1,spread_lag10,spread_lag3,spread_lag5,ts
33,29,18,27,8,28,10,30,27,18,0.3333333333333333,-0.38461538461538464,0.0,-0.2,0.0,0.38461538461538464,R1,13506.0,13507.0,13506.0,13504.0,2.0,13502.0,INTARIAN_PEPPER_ROOT,5,buy,3,14,18,14,18,506200
43,13,14,32,28,48,13,39,32,28,-0.5,0.0,0.0,0.0,0.0,0.0,R1,10003.0,10003.0,10003.0,10003.5,-0.5,10005.0,ASH_COATED_OSMIUM,4,sell,6,16,16,16,21,517600
35,29,31,32,29,10,21,11,32,29,0.0,0.4482758620689655,0.4482758620689655,0.0,0.0,0.0,R1,13523.0,13523.5,13524.5,13524.0,-1.0,13532.0,INTARIAN_PEPPER_ROOT,4,buy,15,18,15,15,14,524600
38,42,,38,43,14,42,,43,29,0.0,-0.3488372093023256,0.0,,-0.4444444444444444,0.3488372093023256,R1,9996.0,,9998.5,9994.0,2.0,9988.0,ASH_COATED_OSMIUM,5,sell,16,16,,11,18,536000
36,39,38,11,40,36,39,43,11,42,0.0,0.75,0.0,-0.4444444444444444,0.0,-0.75,R1,9995.0,9998.5,9995.0,9997.5,-2.5,9986.0,ASH_COATED_OSMIUM,3,sell,16,16,11,16,11,536700
35,36,13,,39,35,16,42,,39,0.0,-0.375,-0.375,0.0,,0.0,R1,9998.5,9995.0,,9994.0,4.5,9986.0,ASH_COATED_OSMIUM,2,sell,16,7,16,,16,537500
32,,35,27,12,36,,35,27,48,-0.42857142857142855,,,0.0,0.0,0.0,R1,,13536.5,13537.0,13539.0,,13541.0,INTARIAN_PEPPER_ROOT,4,sell,4,,15,14,10,537500
37,38,41,42,42,26,38,41,42,27,0.40540540540540543,-0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,R1,9993.0,9994.0,9994.0,9992.5,0.5,10002.0,ASH_COATED_OSMIUM,5,buy,19,16,16,16,19,538600
35,36,35,27,40,28,11,25,27,11,0.125,-0.29411764705882354,0.0,0.42857142857142855,0.0,0.29411764705882354,R1,13540.5,13538.0,13540.5,13537.5,3.0,13536.0,INTARIAN_PEPPER_ROOT,5,buy,3,15,18,15,9,540700
35,31,34,28,25,31,31,34,28,10,0.5,0.0,0.0,0.0,0.0,0.0,R1,13545.0,13544.0,13544.5,13544.5,0.5,13540.0,INTARIAN_PEPPER_ROOT,4,buy,2,14,14,15,15,545000
32,11,,8,28,11,11,,31,28,0.5714285714285714,0.0,0.0,,0.0,0.0,R1,13547.5,,13547.5,13547.5,0.0,13543.0,INTARIAN_PEPPER_ROOT,3,buy,2,15,,15,15,547800
32,10,43,38,42,32,33,15,38,42,0.0,0.0,0.0,0.0,0.0,0.0,R1,9998.0,9999.0,9997.0,9997.0,1.0,9991.0,ASH_COATED_OSMIUM,3,sell,16,16,16,16,16,549900
10,40,12,27,22,38,40,38,42,39,0.0,0.6923076923076923,0.0,0.0,-0.2857142857142857,-0.6923076923076923,R1,9997.0,9997.0,9998.5,10000.5,-3.5,9989.0,ASH_COATED_OSMIUM,4,sell,16,16,16,19,13,553100
32,,38,10,25,32,,38,38,11,0.0,,,0.0,0.0,-0.3888888888888889,R1,,9996.0,9997.0,9997.5,,9989.0,ASH_COATED_OSMIUM,3,sell,16,,16,16,19,553400
32,25,37,,24,32,38,25,,35,0.0,0.05563909774436093,-0.3157894736842105,0.35135135135135137,,-0.37142857142857144,R1,10000.0,9998.5,,9999.0,1.0,9991.0,ASH_COATED_OSMIUM,10,sell,16,18,19,,18,564600
45,36,34,14,13,30,36,34,43,36,0.875,0.7333333333333333,0.0,0.0,0.0,-0.7333333333333333,R1,10001.0,10000.0,10000.0,10002.5,-1.5,10002.0,ASH_COATED_OSMIUM,2,buy,12,16,16,16,11,574500
22,30,29,23,24,31,30,29,35,15,-0.41935483870967744,-0.25,0.0,0.0,-0.3142857142857143,0.25,R1,13576.0,13575.5,13578.0,13574.0,2.0,13569.0,INTARIAN_PEPPER_ROOT,6,sell,18,14,15,18,18,576300
31,22,29,33,28,12,31,29,33,18,0.6,-0.7050691244239631,-0.41935483870967744,0.0,0.0,0.2857142857142857,R1,13578.0,13575.5,13576.0,13574.0,4.0,13572.0,INTARIAN_PEPPER_ROOT,3,buy,3,18,15,14,18,576400
23,33,9,26,10,33,23,30,26,29,-0.3939393939393939,0.3939393939393939,0.3939393939393939,0.0,0.0,0.0,R1,13581.0,13582.0,13582.5,13582.5,-1.5,13576.0,INTARIAN_PEPPER_ROOT,5,sell,18,18,14,15,15,583000
38,16,27,32,19,22,25,17,32,31,0.5172413793103449,-0.05419354838709681,-0.28,0.25925925925925924,0.0,-0.22580645161290322,R1,13586.0,13582.0,13584.5,13586.0,0.0,13580.0,INTARIAN_PEPPER_ROOT,7,buy,6,18,18,15,18,584800
20,35,35,35,35,31,35,10,35,35,-0.2903225806451613,0.0,0.0,0.0,0.0,0.0,R1,10001.0,10000.0,10001.0,10001.0,0.0,9992.0,ASH_COATED_OSMIUM,2,sell,19,16,16,16,16,590500
8,8,21,22,15,25,8,21,9,24,0.0,0.25,0.0,0.0,-0.41935483870967744,-0.25,R1,13591.5,13590.5,13593.0,13593.0,-1.5,13584.0,INTARIAN_PEPPER_ROOT,6,sell,15,15,21,18,18,591600
24,26,13,25,40,36,41,24,25,26,-0.3333333333333333,-0.5682926829268293,-0.2682926829268293,0.2972972972972973,0.0,0.3,R1,10001.0,9998.5,10000.5,9999.0,2.0,9991.0,ASH_COATED_OSMIUM,7,sell,19,18,19,21,18,593300
15,35,31,34,30,32,12,9,9,30,-0.36363636363636365,0.0,0.0,0.0,0.0,0.0,R1,13600.0,13599.0,13599.5,13599.5,0.5,13604.0,INTARIAN_PEPPER_ROOT,7,sell,7,14,14,15,15,600000
19,29,17,26,29,36,9,28,8,29,-0.52,0.0,0.0,-0.21428571428571427,0.0,0.0,R1,13603.0,13604.0,13602.5,13602.5,0.5,13607.0,INTARIAN_PEPPER_ROOT,6,sell,7,14,18,15,15,603000
37,,35,29,26,12,,35,29,26,0.0,,,0.0,0.0,0.0,R1,,13607.0,13607.5,13607.5,,13601.0,INTARIAN_PEPPER_ROOT,7,sell,14,,14,15,15,608000
41,29,25,,15,35,12,10,,26,0.25,0.15384615384615385,0.0,0.0,,-0.15384615384615385,R1,13609.5,13609.0,,13611.0,-1.5,13605.0,INTARIAN_PEPPER_ROOT,6,buy,2,15,14,,18,609900
12,34,41,27,18,23,23,35,16,28,0.3142857142857143,0.6386554621848739,0.35294117647058826,0.25,0.18518518518518517,-0.2857142857142857,R1,13609.0,13604.0,13609.0,13612.0,-3.0,13600.0,INTARIAN_PEPPER_ROOT,5,sell,18,18,2,18,18,610900
22,32,9,31,24,34,32,24,31,24,-0.29411764705882354,0.0,0.0,0.0,0.0,0.0,R1,13613.5,13612.5,13613.0,13612.5,1.0,13606.0,INTARIAN_PEPPER_ROOT,5,sell,18,15,15,14,15,613300
32,27,17,32,31,32,8,12,32,31,0.0,0.0,0.0,0.4117647058823529,0.0,0.0,R1,13613.5,13606.5,13613.5,13613.0,0.5,13606.0,INTARIAN_PEPPER_ROOT,3,sell,15,15,3,15,14,613500
26,24,31,33,32,26,24,31,33,32,0.0,0.0,0.0,0.0,0.0,0.0,R1,13614.0,13613.0,13613.5,13613.5,0.5,13607.0,INTARIAN_PEPPER_ROOT,4,sell,14,22,14,15,15,614000
42,29,31,33,32,37,29,31,33,32,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,R1,13616.5,13615.5,13616.0,13615.5,1.0,13612.0,INTARIAN_PEPPER_ROOT,5,buy,3,15,15,14,15,616300
25,42,20,18,25,15,37,20,26,17,0.2,0.051764705882352935,0.4117647058823529,0.0,-0.38461538461538464,0.36,R1,13610.5,13615.5,13618.0,13614.0,-3.5,13606.0,INTARIAN_PEPPER_ROOT,3,sell,18,3,21,18,18,616400
36,23,24,25,30,36,23,36,9,30,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,R1,13618.5,13619.0,13618.5,13618.0,0.5,13611.0,INTARIAN_PEPPER_ROOT,6,sell,15,21,18,15,14,618600
35,40,40,35,42,35,40,40,11,28,0.0,-0.75,0.0,0.0,0.6923076923076923,0.75,R1,10000.0,9999.0,9996.5,9993.0,7.0,9992.0,ASH_COATED_OSMIUM,5,sell,16,16,16,9,8,627600
37,24,39,36,37,41,39,39,36,42,-0.4666666666666667,0.24291497975708498,-0.23076923076923078,0.0,0.0,-0.47368421052631576,R1,9998.5,9998.0,9997.0,9999.5,-1.0,9995.0,ASH_COATED_OSMIUM,2,sell,10,19,16,16,11,629900
9,8,8,27,33,24,26,25,27,33,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,R1,13630.5,13629.5,13630.5,13630.0,0.5,13620.0,INTARIAN_PEPPER_ROOT,4,sell,18,15,15,15,14,630500
25,,8,,32,25,,26,,32,0.0,,,0.0,,0.0,R1,,13630.5,,13631.0,,13624.0,INTARIAN_PEPPER_ROOT,5,sell,15,,15,,14,631400
25,33,19,35,,16,22,15,8,,0.28,,0.3333333333333333,-0.5833333333333334,-0.2,,R1,13632.0,13636.0,13630.5,,,13623.0,INTARIAN_PEPPER_ROOT,3,sell,18,18,14,9,,633400
11,27,41,20,41,37,40,41,21,41,0.0,-0.35,-0.35,0.0,0.6153846153846154,0.0,R1,9997.5,9997.0,9992.0,9997.0,0.5,9988.0,ASH_COATED_OSMIUM,3,sell,16,19,16,12,16,633800
6,,31,26,22,34,,31,26,12,0.2,,,0.0,0.0,-0.29411764705882354,R1,,13633.5,13634.5,13636.0,,13630.0,INTARIAN_PEPPER_ROOT,6,buy,3,,15,15,18,634800
15,35,24,32,41,44,22,36,32,11,0.0,0.2571428571428571,0.2571428571428571,-0.3333333333333333,0.0,0.0,R1,9995.0,9997.5,9996.0,9997.0,-2.0,9988.0,ASH_COATED_OSMIUM,6,sell,16,18,19,16,16,651300
52,42,,40,43,29,12,,29,36,0.5675675675675675,0.3684210526315789,0.0,,0.45,-0.3684210526315789,R1,9999.0,,9998.0,10003.5,-4.5,9996.0,ASH_COATED_OSMIUM,4,buy,8,16,,18,7,656900
24,,9,24,28,39,,9,24,11,-0.6551724137931034,,,0.0,0.0,0.0,R1,,13656.5,13657.5,13657.5,,13661.0,INTARIAN_PEPPER_ROOT,5,sell,8,,15,15,15,657800
13,36,41,37,38,38,26,26,12,38,0.0,0.4444444444444444,0.4444444444444444,0.2682926829268293,0.0,0.0,R1,9998.0,9997.0,9999.0,9999.0,-1.0,9991.0,ASH_COATED_OSMIUM,2,sell,16,18,18,16,16,658300
37,38,39,40,40,37,14,39,40,12,0.0,0.0,0.0,0.0,0.0,0.0,R1,10001.0,9998.0,10000.0,10000.0,1.0,9992.0,ASH_COATED_OSMIUM,5,sell,16,16,16,16,16,660500
38,35,40,40,42,38,35,40,14,39,0.0,-0.6,0.0,0.0,0.0,0.6,R1,9998.0,9999.0,9998.0,9996.0,2.0,9990.0,ASH_COATED_OSMIUM,7,sell,16,16,16,16,10,666200
27,15,15,38,15,39,11,37,38,15,-0.38461538461538464,0.4666666666666667,0.4666666666666667,0.0,0.0,0.0,R1,9995.5,9999.0,9998.0,9999.0,-3.5,9991.0,ASH_COATED_OSMIUM,3,sell,19,9,16,16,16,666500
29,34,16,27,12,33,34,28,27,36,0.2222222222222222,0.0,0.0,-0.14285714285714285,0.0,0.0,R1,13666.5,13667.0,13666.5,13666.0,0.5,13662.0,INTARIAN_PEPPER_ROOT,3,buy,3,15,18,15,14,666500
26,11,17,19,31,11,15,17,9,31,0.0,0.15384615384615385,0.15384615384615385,0.0,-0.35714285714285715,0.0,R1,13667.0,13668.0,13671.0,13668.5,-1.5,13662.0,INTARIAN_PEPPER_ROOT,3,sell,15,18,22,18,15,669200
16,34,19,28,32,9,34,9,28,32,0.125,0.0,0.0,-0.35714285714285715,0.0,0.0,R1,13669.5,13671.0,13669.5,13669.5,0.0,13665.0,INTARIAN_PEPPER_ROOT,7,buy,2,15,18,15,15,669900
30,8,11,34,28,30,24,15,34,28,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,R1,13670.0,13667.0,13669.5,13669.5,0.5,13663.0,INTARIAN_PEPPER_ROOT,6,sell,14,14,18,15,15,670100
22,35,32,30,16,22,35,32,30,9,0.0,-0.125,0.0,0.0,0.0,0.125,R1,13670.5,13669.5,13670.0,13664.0,6.5,13660.0,INTARIAN_PEPPER_ROOT,5,sell,21,15,15,14,2,670400
11,27,40,,40,11,39,14,,11,0.0,-0.38461538461538464,-0.38461538461538464,0.0,,0.0,R1,9995.0,9995.0,,9995.0,0.0,10001.0,ASH_COATED_OSMIUM,5,buy,16,18,16,,16,673000
30,40,35,33,36,45,40,23,33,36,-0.3333333333333333,0.0,0.0,0.3142857142857143,0.0,0.0,R1,9992.0,9992.0,9993.0,9993.0,-1.0,10002.0,ASH_COATED_OSMIUM,5,buy,18,16,18,16,16,674100
44,,39,,43,30,,25,,39,0.36363636363636365,,,0.28205128205128205,,0.5789473684210527,R1,,9989.5,,9987.5,,9999.0,ASH_COATED_OSMIUM,9,buy,18,,19,,9,678900
34,33,15,,,13,21,45,,,-0.6923076923076923,,0.2727272727272727,0.0,,,R1,9989.5,9991.0,,,,9999.0,ASH_COATED_OSMIUM,6,buy,11,19,16,,,679300
21,44,24,,14,34,30,36,,39,-0.23529411764705882,0.36363636363636365,0.36363636363636365,-0.3333333333333333,,0.0,R1,9992.0,9994.0,,9993.0,-1.0,9985.0,ASH_COATED_OSMIUM,6,sell,19,18,18,,16,681900
23,11,38,33,35,33,11,12,33,35,-0.3939393939393939,0.0,0.0,0.0,0.0,0.0,R1,9996.0,9995.0,9995.0,9995.0,1.0,9988.0,ASH_COATED_OSMIUM,4,sell,18,16,16,16,16,687700
25,30,,33,10,25,30,,21,27,0.0,0.0,0.0,,0.2727272727272727,0.0,R1,13693.5,,13692.0,13693.0,0.5,13686.0,INTARIAN_PEPPER_ROOT,7,sell,15,15,,18,14,693600
42,14,35,11,29,42,40,35,40,39,0.0,0.48717948717948717,0.0,0.0,0.0,-0.48717948717948717,R1,9999.0,9999.0,9999.0,10000.0,-1.0,9992.0,ASH_COATED_OSMIUM,2,sell,16,16,16,16,18,694800
39,44,43,39,13,39,41,32,39,42,0.0,0.6470588235294118,0.6470588235294118,-0.7333333333333333,0.0,0.0,R1,9999.0,10004.5,10002.0,10002.0,-3.0,9994.0,ASH_COATED_OSMIUM,6,sell,16,10,11,16,16,700400
32,29,44,43,30,32,44,41,14,30,0.0,-0.3181818181818182,-0.3181818181818182,0.6470588235294118,0.0,0.0,R1,10004.0,9999.0,10003.0,10003.0,1.0,9995.0,ASH_COATED_OSMIUM,6,sell,16,18,10,16,16,701300
17,11,31,34,26,30,36,31,34,26,-0.7894736842105263,0.0,0.0,0.0,0.0,0.0,R1,13702.5,13701.5,13702.5,13702.5,0.0,13706.0,INTARIAN_PEPPER_ROOT,6,sell,7,15,15,15,15,702700
17,11,31,34,26,30,36,31,34,26,-0.7894736842105263,0.0,0.0,0.0,0.0,0.0,R1,13702.5,13701.5,13702.5,13702.5,0.0,13706.0,INTARIAN_PEPPER_ROOT,2,sell,7,15,15,15,15,702700
36,24,19,26,8,30,29,27,18,27,0.29411764705882354,-0.2857142857142857,-0.2857142857142857,-0.4074074074074074,0.38461538461538464,0.0,R1,13722.5,13721.0,13718.5,13720.0,2.5,13716.0,INTARIAN_PEPPER_ROOT,2,buy,3,11,18,19,14,720500
15,35,26,,25,29,35,18,,9,0.4666666666666667,0.47058823529411764,0.0,0.38461538461538464,,-0.47058823529411764,R1,13721.0,13718.5,,13722.0,-1.0,13717.0,INTARIAN_PEPPER_ROOT,4,buy,3,14,19,,18,721200
37,15,41,39,41,40,36,30,25,41,-0.625,0.0,0.0,0.4634146341463415,0.28205128205128205,0.0,R1,10004.0,10001.5,10002.0,10003.0,1.0,10001.0,ASH_COATED_OSMIUM,3,sell,10,16,19,18,16,724600
27,25,27,35,30,32,37,27,11,8,-0.2857142857142857,-0.35135135135135137,-0.35135135135135137,0.0,0.0,0.0,R1,13727.0,13724.5,13725.0,13725.0,2.0,13729.0,INTARIAN_PEPPER_ROOT,5,sell,4,18,15,14,14,725400
28,28,33,27,32,12,28,33,27,24,0.0,-0.5,0.0,0.0,0.0,0.5,R1,13728.5,13727.5,13728.5,13726.5,2.0,13721.0,INTARIAN_PEPPER_ROOT,4,sell,15,15,15,15,19,728700
23,,33,24,27,15,,22,16,27,0.30434782608695654,,,0.3333333333333333,0.3333333333333333,0.0,R1,,13746.0,13746.5,13748.0,,13756.0,INTARIAN_PEPPER_ROOT,6,buy,18,,18,19,14,748500
32,39,37,40,31,12,39,27,40,31,0.0,0.0,0.0,0.4594594594594595,0.0,0.0,R1,9994.0,9995.0,9995.0,9995.0,-1.0,10002.0,ASH_COATED_OSMIUM,3,buy,16,16,18,16,16,771800
38,11,39,30,42,38,40,29,10,42,0.0,0.0,0.0,0.48717948717948717,0.0,0.0,R1,9992.0,9991.5,9993.0,9993.0,-1.0,10000.0,ASH_COATED_OSMIUM,5,buy,16,16,19,16,16,773500
13,11,43,24,35,36,37,43,11,25,0.0,-0.42857142857142855,0.0,0.0,-0.37142857142857144,0.42857142857142855,R1,9992.0,9992.0,9993.0,9990.5,1.5,9999.0,ASH_COATED_OSMIUM,5,buy,16,16,16,18,19,776400
36,15,31,10,11,30,27,31,16,28,-0.3333333333333333,-0.1111111111111111,-0.1111111111111111,0.0,0.23076923076923078,0.0,R1,13779.0,13776.0,13775.0,13776.5,2.5,13781.0,INTARIAN_PEPPER_ROOT,6,sell,3,18,14,18,15,777000
40,44,23,27,30,28,44,15,10,42,0.4,0.42857142857142855,0.0,-0.21052631578947367,-0.4594594594594595,-0.42857142857142855,R1,9991.0,9992.5,9992.0,9992.5,-1.5,9981.0,ASH_COATED_OSMIUM,3,sell,19,16,19,18,19,778300
14,,27,41,43,35,,10,13,43,0.0,,,-0.4594594594594595,0.0,0.0,R1,,9992.0,9992.0,9992.0,,9984.0,ASH_COATED_OSMIUM,7,sell,16,,18,16,16,779000
13,11,41,41,37,39,41,20,20,37,0.0,0.0,0.0,-0.4,0.48148148148148145,0.0,R1,9992.0,9995.5,9986.0,9991.0,1.0,10000.0,ASH_COATED_OSMIUM,8,buy,16,16,7,8,16,780200
26,32,25,10,27,32,12,25,19,27,-0.25,0.0,0.0,0.0,0.3103448275862069,0.0,R1,13787.5,13786.5,13786.0,13787.5,0.0,13791.0,INTARIAN_PEPPER_ROOT,6,sell,4,15,15,18,15,787700
38,34,30,,42,38,10,44,,42,0.0,0.0,0.0,-0.36363636363636365,,0.0,R1,9993.0,9994.5,,9993.0,0.0,10001.0,ASH_COATED_OSMIUM,6,buy,16,16,19,,16,790100
39,35,37,22,38,12,35,37,32,27,0.0,-0.42105263157894735,0.0,0.0,-0.375,0.42105263157894735,R1,9992.0,9993.0,9994.0,9991.0,1.0,9984.0,ASH_COATED_OSMIUM,5,sell,16,16,16,18,18,793200
36,26,33,41,37,12,39,33,41,37,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,R1,9993.5,9991.0,9992.0,9992.0,1.5,9985.0,ASH_COATED_OSMIUM,4,sell,16,19,16,16,16,794500
41,27,30,36,33,33,27,30,25,25,0.1111111111111111,-0.5151515151515151,0.0,0.0,0.3888888888888889,0.5151515151515151,R1,13796.5,13795.5,13794.5,13794.0,2.5,13792.0,INTARIAN_PEPPER_ROOT,8,buy,3,15,15,19,18,796600
30,32,36,28,44,8,32,12,28,10,0.0,0.09090909090909091,0.0,0.0,0.0,-0.09090909090909091,R1,13799.0,13798.0,13798.5,13796.0,3.0,13792.0,INTARIAN_PEPPER_ROOT,7,sell,14,14,14,15,10,799100
11,41,36,41,42,32,41,14,28,30,0.0,-0.42857142857142855,0.0,0.0,0.36585365853658536,0.42857142857142855,R1,9992.0,9993.0,9990.5,9991.0,1.0,10000.0,ASH_COATED_OSMIUM,7,buy,16,16,16,19,18,799600
23,29,19,27,32,11,29,19,27,32,-0.45454545454545453,0.0,0.0,0.0,0.0,0.0,R1,13802.5,13802.0,13802.5,13802.5,0.0,13806.0,INTARIAN_PEPPER_ROOT,3,sell,4,15,22,15,15,802800
35,13,44,36,43,35,41,44,36,33,0.0,0.5555555555555556,0.0,0.0,0.0,-0.5555555555555556,R1,9997.0,9997.0,9997.0,10000.0,-3.0,9989.0,ASH_COATED_OSMIUM,8,sell,16,16,16,16,10,805500
45,24,28,34,24,30,37,15,34,39,0.3333333333333333,-0.06652806652806653,-0.2972972972972973,-0.3023255813953488,0.0,-0.23076923076923078,R1,9998.0,9998.5,9996.0,9997.0,1.0,9986.0,ASH_COATED_OSMIUM,6,sell,18,18,19,16,18,806300
20,35,,12,10,35,35,,40,37,-0.14285714285714285,0.0,0.0,,0.0,0.0,R1,9997.0,,9997.0,9997.0,0.0,9990.0,ASH_COATED_OSMIUM,6,sell,18,16,,16,16,808400
36,25,40,40,33,10,15,40,40,33,0.0,-0.25,-0.25,0.0,0.0,0.0,R1,9998.5,9996.0,9997.0,9998.0,0.5,9990.0,ASH_COATED_OSMIUM,4,sell,16,19,16,16,16,810600
36,36,33,34,36,36,36,33,34,10,0.0,0.0,0.0,0.0,0.0,0.0,R1,9999.0,9998.0,9998.0,9998.0,1.0,9991.0,ASH_COATED_OSMIUM,6,sell,16,16,16,16,16,811100
8,,26,34,29,26,,16,34,29,0.058823529411764705,,,0.23076923076923078,0.0,0.0,R1,,13810.0,13812.5,13811.5,,13808.0,INTARIAN_PEPPER_ROOT,8,buy,3,,18,15,15,812400
46,35,34,38,26,42,35,34,38,39,0.5789473684210527,0.3333333333333333,0.0,0.0,0.0,-0.3333333333333333,R1,10000.0,9999.0,10000.0,10000.5,-0.5,9992.0,ASH_COATED_OSMIUM,8,sell,5,16,16,16,19,813200
35,37,36,13,39,23,37,36,25,39,0.3142857142857143,0.0,0.0,0.0,0.3157894736842105,0.0,R1,10000.0,10000.0,9998.5,10000.0,0.0,9989.0,ASH_COATED_OSMIUM,3,sell,19,16,16,19,16,814400
40,37,26,31,34,34,37,26,22,34,0.25,0.0,0.0,0.0,0.41935483870967744,0.0,R1,13814.5,13814.0,13813.0,13814.5,0.0,13819.0,INTARIAN_PEPPER_ROOT,5,buy,9,15,14,18,15,815000
29,11,,30,41,42,11,,30,41,-0.38095238095238093,0.0,0.0,,0.0,0.0,R1,10000.0,,10000.0,10001.0,-1.0,9992.0,ASH_COATED_OSMIUM,2,sell,19,16,,16,16,817600
28,15,36,23,36,12,23,12,34,36,0.0,-0.30434782608695654,-0.30434782608695654,0.0,-0.35294117647058826,0.0,R1,13822.0,13819.5,13822.0,13819.5,2.5,13813.0,INTARIAN_PEPPER_ROOT,6,sell,15,18,15,18,15,820300
10,26,27,29,9,43,19,17,11,27,-0.1111111111111111,0.05263157894736842,0.05263157894736842,0.25925925925925924,0.0,0.0,R1,13824.0,13819.0,13821.5,13821.5,2.5,13826.0,INTARIAN_PEPPER_ROOT,8,sell,3,10,18,15,15,822000
32,31,26,26,,24,31,17,8,,-0.5,,0.0,0.3076923076923077,0.0,,R1,13824.5,13821.5,13823.5,,,13828.0,INTARIAN_PEPPER_ROOT,4,sell,4,15,19,15,,824200
32,30,10,32,27,10,30,25,32,19,0.0,-0.4074074074074074,0.0,0.0,0.0,0.4074074074074074,R1,13825.5,13824.5,13825.5,13824.0,1.5,13818.0,INTARIAN_PEPPER_ROOT,3,sell,15,15,15,15,18,825900
33,11,34,8,31,16,31,10,18,36,-0.5,-0.29411764705882354,0.0,0.0,0.38461538461538464,0.29411764705882354,R1,13852.5,13851.5,13850.0,13845.5,7.0,13856.0,INTARIAN_PEPPER_ROOT,4,sell,4,15,15,18,3,852200
38,29,32,8,35,35,29,32,25,12,0.6,0.0,0.0,0.0,0.0,0.0,R1,13856.5,13855.5,13856.5,13856.5,0.0,13852.0,INTARIAN_PEPPER_ROOT,3,buy,3,15,15,15,15,856600
24,26,19,35,32,34,8,19,35,32,-0.4117647058823529,0.0,0.0,0.0,0.0,0.0,R1,13858.5,13858.0,13858.5,13858.5,0.0,13851.0,INTARIAN_PEPPER_ROOT,4,sell,19,15,22,15,15,858700
24,34,16,23,32,35,10,25,15,10,-0.37142857142857144,0.0,0.0,-0.28,0.30434782608695654,0.0,R1,13863.5,13864.0,13861.5,13862.5,1.0,13856.0,INTARIAN_PEPPER_ROOT,5,sell,18,15,18,19,15,863400
33,29,10,9,24,26,20,32,33,9,0.2222222222222222,0.3793103448275862,0.3793103448275862,0.0,0.0,0.0,R1,13872.0,13872.5,13873.5,13873.5,-1.5,13869.0,INTARIAN_PEPPER_ROOT,7,buy,3,18,15,15,15,873600
29,30,34,31,33,11,30,23,21,9,-0.45454545454545453,0.0,0.0,0.35294117647058826,0.3548387096774194,0.0,R1,13874.5,13871.5,13872.5,13873.5,1.0,13878.0,INTARIAN_PEPPER_ROOT,3,sell,4,15,19,19,15,874400
34,25,26,12,20,34,37,41,42,33,0.0,-0.13923013923013924,-0.35135135135135137,-0.2682926829268293,0.0,-0.21212121212121213,R1,9995.0,9995.0,9993.0,9994.5,0.5,9986.0,ASH_COATED_OSMIUM,4,sell,16,18,18,16,19,882400
45,43,20,,34,40,43,33,,34,0.4117647058823529,0.0,0.0,-0.21212121212121213,,0.0,R1,9994.0,9994.5,,9994.0,0.0,9996.0,ASH_COATED_OSMIUM,5,buy,10,16,19,,16,882900
36,23,34,30,45,36,36,34,30,40,0.0,-0.6895424836601307,-0.2777777777777778,0.0,0.0,0.4117647058823529,R1,9995.0,9994.0,9993.5,9991.0,4.0,10002.0,ASH_COATED_OSMIUM,4,buy,16,18,16,21,10,883400
4,15,,23,30,33,40,,36,30,0.42857142857142855,0.0,0.0,,-0.2777777777777778,0.0,R1,9994.0,,9995.0,9993.5,0.5,9992.0,ASH_COATED_OSMIUM,3,buy,6,16,,18,21,883600
12,41,15,35,38,12,14,40,35,38,0.0,0.0,0.0,0.0,0.0,0.0,R1,9995.0,9994.0,9995.0,9995.0,0.0,9987.0,ASH_COATED_OSMIUM,5,sell,16,16,16,16,16,884500
40,35,41,34,39,29,35,14,34,39,0.45,0.0,0.0,0.0,0.0,0.0,R1,9995.0,9995.0,9995.0,9995.0,0.0,9984.0,ASH_COATED_OSMIUM,5,sell,19,16,16,16,16,885400
39,42,35,35,32,12,42,35,11,10,0.0,0.0,0.0,0.0,0.0,0.0,R1,9996.0,9995.0,9995.0,9994.0,2.0,9987.0,ASH_COATED_OSMIUM,7,sell,16,16,16,16,16,886300
37,19,30,35,21,33,8,9,12,30,0.5,-0.007407407407407363,-0.4074074074074074,0.0,0.0,-0.4,R1,13892.0,13889.5,13889.5,13891.5,0.5,13886.0,INTARIAN_PEPPER_ROOT,1,buy,3,18,15,15,19,890200
43,37,23,11,37,14,37,10,35,37,0.0,0.0,0.0,-0.3939393939393939,0.0,0.0,R1,10000.0,10002.5,10000.0,10000.0,0.0,9992.0,ASH_COATED_OSMIUM,8,sell,16,16,19,16,16,902600
40,12,37,12,40,40,20,12,34,40,0.0,0.25,0.25,0.0,0.0,0.0,R1,9997.5,9999.0,9998.0,9999.0,-1.5,9991.0,ASH_COATED_OSMIUM,7,sell,16,19,16,16,16,904500
21,,27,40,14,21,,38,40,34,0.0,,,-0.42105263157894735,0.0,0.0,R1,,10000.0,9999.0,9998.0,,9988.0,ASH_COATED_OSMIUM,5,sell,21,,18,16,16,904800
