label,ts,product,price,qty,side,bp1,bv1,ap1,av1,spread,mid,imb,mid_fwd_1,mid_fwd_10,mid_fwd_50,dt_last_take
R1,674100,ASH_COATED_OSMIUM,10002.0,5,buy,9984,15,10002,30,18,9993.0,-0.3333333333333333,0.5,-1.0,-3.5,1100
R1,678900,ASH_COATED_OSMIUM,9999.0,9,buy,9981,30,9999,14,18,9990.0,0.36363636363636365,-0.5,2.0,4.0,4800
R1,679300,ASH_COATED_OSMIUM,9999.0,6,buy,9988,2,9999,11,11,9993.5,-0.6923076923076923,-2.5,-1.5,0.5,400
R1,681900,ASH_COATED_OSMIUM,9985.0,6,sell,9985,13,10004,21,19,9994.5,-0.23529411764705882,-1.5,-0.5,0.5,2600
R1,687700,ASH_COATED_OSMIUM,9988.0,4,sell,9988,10,10006,23,18,9997.0,-0.3939393939393939,-1.0,-1.5,2.0,5800
R1,693600,INTARIAN_PEPPER_ROOT,13686.0,7,sell,13686,10,13701,10,15,13693.5,0.0,0.0,-5.0,5.0,23200
R1,694800,ASH_COATED_OSMIUM,9992.0,2,sell,9992,15,10008,15,16,10000.0,0.0,-1.0,-1.0,2.0,7100
R1,700100,INTARIAN_PEPPER_ROOT,13693.0,4,None,0,0,0,0,0,0,0.0,nan,nan,nan,6500
R1,700400,ASH_COATED_OSMIUM,9994.0,6,sell,9994,13,10010,13,16,10002.0,0.0,0.0,-2.5,0.5,5600
R1,701300,ASH_COATED_OSMIUM,9995.0,6,sell,9995,12,10011,12,16,10003.0,0.0,-3.5,5.5,-0.5,900
R1,702700,INTARIAN_PEPPER_ROOT,13706.0,6,sell,13706,2,13713,17,7,13709.5,-0.7894736842105263,-7.0,-6.0,-2.0,2600
R1,702700,INTARIAN_PEPPER_ROOT,13706.0,2,sell,13706,2,13713,17,7,13709.5,-0.7894736842105263,-7.0,-6.0,-2.0,0
R1,720500,INTARIAN_PEPPER_ROOT,13716.0,2,buy,13713,11,13716,6,3,13714.5,0.29411764705882354,6.0,7.0,11.0,17800
R1,721200,INTARIAN_PEPPER_ROOT,13717.0,4,buy,13714,11,13717,4,3,13715.5,0.4666666666666667,6.0,5.0,11.0,700
R1,724600,ASH_COATED_OSMIUM,10001.0,3,sell,10001,3,10011,13,10,10006.0,-0.625,-2.5,-2.5,-1.0,23300
R1,725400,INTARIAN_PEPPER_ROOT,13729.0,5,sell,13729,5,13733,9,4,13731.0,-0.2857142857142857,-5.5,-4.5,-0.5,4200
R1,728700,INTARIAN_PEPPER_ROOT,13721.0,4,sell,13721,12,13736,12,15,13728.5,0.0,0.0,-0.5,5.0,3300
R1,748500,INTARIAN_PEPPER_ROOT,13756.0,6,buy,13738,15,13756,8,18,13747.0,0.30434782608695654,1.5,2.5,6.5,19800
R1,770700,ASH_COATED_OSMIUM,9988.0,3,None,0,0,0,0,0,0,0.0,nan,nan,nan,46100
R1,771800,ASH_COATED_OSMIUM,10002.0,3,buy,9986,12,10002,12,16,9994.0,0.0,-1.5,-1.0,-4.0,1100
R1,772800,ASH_COATED_OSMIUM,10000.0,6,None,0,0,0,0,0,0,0.0,nan,nan,nan,1000
R1,773500,ASH_COATED_OSMIUM,10000.0,5,buy,9984,11,10000,11,16,9992.0,0.0,0.0,-1.0,0.0,700
R1,776400,ASH_COATED_OSMIUM,9999.0,5,buy,9983,13,9999,13,16,9991.0,0.0,0.0,-3.0,1.0,2900
R1,777000,INTARIAN_PEPPER_ROOT,13781.0,6,sell,13781,6,13784,12,3,13782.5,-0.3333333333333333,-5.5,-2.5,-0.5,28500
R1,778300,ASH_COATED_OSMIUM,9981.0,3,sell,9981,28,10000,12,19,9990.5,0.4,2.5,-0.5,1.5,1900
R1,779000,ASH_COATED_OSMIUM,9984.0,7,sell,9984,14,10000,14,16,9992.0,0.0,-1.0,0.0,-1.0,700
R1,780200,ASH_COATED_OSMIUM,10000.0,8,buy,9984,13,10000,13,16,9992.0,0.0,-1.0,-1.0,-1.0,1200
R1,787700,INTARIAN_PEPPER_ROOT,13791.0,6,sell,13791,6,13795,10,4,13793.0,-0.25,-5.0,-4.5,-0.5,10700
R1,790100,ASH_COATED_OSMIUM,10001.0,6,buy,9985,12,10001,12,16,9993.0,0.0,-1.0,-0.5,0.0,9900
R1,793200,ASH_COATED_OSMIUM,9984.0,5,sell,9984,12,10000,12,16,9992.0,0.0,0.0,0.0,3.0,3100
R1,794500,ASH_COATED_OSMIUM,9985.0,4,sell,9985,12,10001,12,16,9993.0,0.0,0.0,0.0,-1.0,1300
R1,796600,INTARIAN_PEPPER_ROOT,13792.0,8,buy,13789,10,13792,8,3,13790.5,0.1111111111111111,6.0,7.0,11.0,8900
R1,799100,INTARIAN_PEPPER_ROOT,13792.0,7,sell,13792,8,13806,8,14,13799.0,0.0,0.5,1.0,5.5,2500
R1,799600,ASH_COATED_OSMIUM,10000.0,7,buy,9984,11,10000,11,16,9992.0,0.0,1.0,1.0,4.0,5100
R1,802800,INTARIAN_PEPPER_ROOT,13806.0,3,sell,13806,3,13810,8,4,13808.0,-0.45454545454545453,-5.5,-6.0,-0.5,3700
R1,805500,ASH_COATED_OSMIUM,9989.0,8,sell,9989,14,10005,14,16,9997.0,0.0,-5.5,-1.0,1.5,5900
R1,806300,ASH_COATED_OSMIUM,9986.0,6,sell,9986,30,10004,15,18,9995.0,0.3333333333333333,-0.5,2.0,4.0,800
R1,808400,ASH_COATED_OSMIUM,9990.0,6,sell,9990,15,10008,20,18,9999.0,-0.14285714285714285,-1.0,-3.0,1.0,2100
R1,808900,INTARIAN_PEPPER_ROOT,13801.0,3,None,0,0,0,0,0,0,0.0,nan,nan,nan,6100
R1,810600,ASH_COATED_OSMIUM,9990.0,4,sell,9990,10,10006,10,16,9998.0,0.0,-1.5,1.0,2.0,2200
R1,811100,ASH_COATED_OSMIUM,9991.0,6,sell,9991,13,10007,13,16,9999.0,0.0,0.0,0.0,0.5,500
R1,812400,INTARIAN_PEPPER_ROOT,13808.0,8,buy,13805,9,13808,8,3,13806.5,0.058823529411764705,8.0,7.0,11.0,3500
R1,813200,ASH_COATED_OSMIUM,9992.0,8,sell,9992,15,9997,4,5,9994.5,0.5789473684210527,5.5,6.5,5.5,2100
R1,814400,ASH_COATED_OSMIUM,9989.0,3,sell,9989,23,10008,12,19,9998.5,0.3142857142857143,-1.5,2.5,-1.5,1200
R1,815000,INTARIAN_PEPPER_ROOT,13819.0,5,buy,13808,10,13817,6,9,13812.5,0.25,3.0,3.5,9.5,2600
R1,817600,ASH_COATED_OSMIUM,9992.0,2,sell,9992,13,10011,29,19,10001.5,-0.38095238095238093,-1.5,-2.5,-5.5,3200
R1,820300,INTARIAN_PEPPER_ROOT,13813.0,6,sell,13813,12,13828,12,15,13820.5,0.0,0.0,-0.5,3.5,5300
R1,822000,INTARIAN_PEPPER_ROOT,13826.0,8,sell,13826,8,13829,10,3,13827.5,-0.1111111111111111,-7.0,-2.5,5.0,1700
R1,824200,INTARIAN_PEPPER_ROOT,13828.0,4,sell,13828,4,13832,12,4,13830.0,-0.5,-5.5,-4.5,-0.5,2200
R1,825900,INTARIAN_PEPPER_ROOT,13818.0,3,sell,13818,10,13833,10,15,13825.5,0.0,0.5,-3.0,3.5,1700
R1,836000,INTARIAN_PEPPER_ROOT,13831.0,4,None,0,0,0,0,0,0,0.0,nan,nan,nan,10100
R1,850700,INTARIAN_PEPPER_ROOT,13843.0,7,None,0,0,0,0,0,0,0.0,nan,nan,nan,14700
R1,852200,INTARIAN_PEPPER_ROOT,13856.0,4,sell,13856,4,13860,12,4,13858.0,-0.5,-5.5,-4.5,-0.5,1500
R1,856600,INTARIAN_PEPPER_ROOT,13852.0,3,buy,13849,12,13852,3,3,13850.5,0.6,6.0,7.0,11.0,4400
R1,858700,INTARIAN_PEPPER_ROOT,13851.0,4,sell,13851,10,13870,24,19,13860.5,-0.4117647058823529,-2.0,-1.0,3.5,2100
R1,863400,INTARIAN_PEPPER_ROOT,13856.0,5,sell,13856,11,13874,24,18,13865.0,-0.37142857142857144,-1.5,-0.5,3.5,4700
R1,867700,ASH_COATED_OSMIUM,9990.0,5,None,0,0,0,0,0,0,0.0,nan,nan,nan,50100
R1,873600,INTARIAN_PEPPER_ROOT,13869.0,7,buy,13866,11,13869,7,3,13867.5,0.2222222222222222,6.0,9.0,11.5,10200
R1,874400,INTARIAN_PEPPER_ROOT,13878.0,3,sell,13878,3,13882,8,4,13880.0,-0.45454545454545453,-5.5,-4.5,-2.5,800
R1,879300,ASH_COATED_OSMIUM,9985.0,10,None,0,0,0,0,0,0,0.0,nan,nan,nan,11600
R1,882400,ASH_COATED_OSMIUM,9986.0,4,sell,9986,10,10002,10,16,9994.0,0.0,0.0,0.0,1.0,3100
R1,882900,ASH_COATED_OSMIUM,9996.0,5,buy,9986,12,9996,5,10,9991.0,0.4117647058823529,3.0,4.0,4.0,500
R1,883400,ASH_COATED_OSMIUM,10002.0,4,buy,9986,10,10002,10,16,9994.0,0.0,0.0,1.0,2.0,500
R1,883600,ASH_COATED_OSMIUM,9992.0,3,buy,9986,10,9992,4,6,9989.0,0.42857142857142855,6.0,6.0,6.0,200
R1,884500,ASH_COATED_OSMIUM,9987.0,5,sell,9987,12,10003,12,16,9995.0,0.0,0.0,0.5,2.0,900
R1,885300,INTARIAN_PEPPER_ROOT,13879.0,2,sell,13878,12,13893,12,15,13885.5,0.0,1.5,1.0,5.0,10900
R1,885400,ASH_COATED_OSMIUM,9984.0,5,sell,9984,29,10003,11,19,9993.5,0.45,2.0,1.5,4.5,900
R1,886300,ASH_COATED_OSMIUM,9987.0,7,sell,9987,12,10003,12,16,9995.0,0.0,0.0,0.0,5.5,900
R1,890200,INTARIAN_PEPPER_ROOT,13886.0,1,buy,13883,12,13886,4,3,13884.5,0.5,6.0,7.0,11.0,4900
R1,902600,ASH_COATED_OSMIUM,9992.0,8,sell,9992,14,10008,14,16,10000.0,0.0,0.0,-1.0,-1.0,16300
R1,904500,ASH_COATED_OSMIUM,9991.0,7,sell,9991,10,10007,10,16,9999.0,0.0,-1.0,-1.5,0.0,1900
R1,904800,ASH_COATED_OSMIUM,9988.0,5,sell,9988,21,10009,21,21,9998.5,0.0,0.5,-0.5,0.5,300
R1,907100,ASH_COATED_OSMIUM,9991.0,10,sell,9991,11,10007,11,16,9999.0,0.0,1.0,0.0,2.0,2300
R1,907300,ASH_COATED_OSMIUM,9991.0,10,sell,9991,10,10007,10,16,9999.0,0.0,0.0,0.0,2.0,200
R1,911600,INTARIAN_PEPPER_ROOT,13915.0,5,sell,13915,5,13919,8,4,13917.0,-0.23076923076923078,-5.5,-6.0,1.5,21400
R1,913100,INTARIAN_PEPPER_ROOT,13908.0,7,buy,13906,10,13908,7,2,13907.0,0.17647058823529413,6.5,7.5,13.0,1500
R1,925900,ASH_COATED_OSMIUM,10012.0,3,None,0,0,0,0,0,0,0.0,nan,nan,nan,18600
R1,928800,INTARIAN_PEPPER_ROOT,13921.0,5,sell,13921,9,13936,9,15,13928.5,0.0,0.0,1.0,7.0,15700
R1,929900,INTARIAN_PEPPER_ROOT,13922.0,6,sell,13922,8,13937,8,15,13929.5,0.0,0.5,1.5,5.0,1100
R1,936400,ASH_COATED_OSMIUM,10001.0,4,sell,10001,1,10011,13,10,10006.0,-0.8571428571428571,-4.0,-4.0,0.0,10500
R1,939800,ASH_COATED_OSMIUM,10001.0,3,buy,9996,15,10001,3,5,9998.5,0.6666666666666666,5.0,5.5,4.5,3400
R1,942800,ASH_COATED_OSMIUM,10002.0,3,buy,9996,10,10002,6,6,9999.0,0.25,10.5,5.0,3.0,3000
R1,949900,ASH_COATED_OSMIUM,10010.0,4,None,0,0,0,0,0,0,0.0,nan,nan,nan,7100
R1,955900,INTARIAN_PEPPER_ROOT,13949.0,6,sell,13948,11,13963,11,15,13955.5,0.0,1.0,3.0,5.5,26000
R1,960700,INTARIAN_PEPPER_ROOT,13964.0,4,sell,13964,4,13968,11,4,13966.0,-0.4666666666666667,-3.5,-4.5,-2.0,4800
R1,963300,INTARIAN_PEPPER_ROOT,13959.0,5,sell,13960,5,13971,11,11,13965.5,-0.375,-0.5,-1.0,3.0,2600
R1,963500,INTARIAN_PEPPER_ROOT,13959.0,1,buy,13956,12,13959,5,3,13957.5,0.4117647058823529,6.0,7.0,11.0,200
R1,966600,INTARIAN_PEPPER_ROOT,13959.0,4,sell,13959,11,13974,11,15,13966.5,0.0,0.0,3.0,5.0,3100
R1,968600,ASH_COATED_OSMIUM,10000.0,6,buy,9984,10,10000,10,16,9992.0,0.0,0.0,0.0,0.5,18700
R1,972700,ASH_COATED_OSMIUM,10001.0,5,buy,9988,2,10001,25,13,9994.5,-0.8518518518518519,-5.5,-2.5,-7.0,4100
R1,972900,INTARIAN_PEPPER_ROOT,13965.0,7,sell,13965,12,13980,12,15,13972.5,0.0,-1.5,1.0,5.0,6300
R1,974800,INTARIAN_PEPPER_ROOT,13967.0,7,sell,13967,8,13982,8,15,13974.5,0.0,0.0,-0.5,3.5,1900
R1,975400,INTARIAN_PEPPER_ROOT,13971.0,3,buy,13968,8,13971,3,3,13969.5,0.45454545454545453,6.0,7.0,9.5,600
R1,979200,INTARIAN_PEPPER_ROOT,13972.0,7,sell,13972,10,13987,10,15,13979.5,0.0,0.0,-1.0,5.0,3800
R1,979800,ASH_COATED_OSMIUM,10002.0,7,buy,9986,12,10002,12,16,9994.0,0.0,0.0,2.0,-2.5,7100
R1,981900,ASH_COATED_OSMIUM,10001.0,7,buy,9985,11,10001,11,16,9993.0,0.0,0.0,-0.5,2.0,2100
R1,982300,INTARIAN_PEPPER_ROOT,13975.0,4,sell,13975,9,13990,9,15,13982.5,0.0,1.5,1.0,5.0,3100
R1,982800,ASH_COATED_OSMIUM,10000.0,10,buy,9984,11,10000,11,16,9992.0,0.0,0.5,0.0,2.0,900
R1,984900,INTARIAN_PEPPER_ROOT,13989.0,6,sell,13989,6,13992,9,3,13990.5,-0.2,-5.5,-6.5,-2.5,2600
R1,989500,ASH_COATED_OSMIUM,9991.0,4,sell,9991,4,10001,10,10,9996.0,-0.42857142857142855,-5.0,-5.0,-9.5,6700
R1,991600,INTARIAN_PEPPER_ROOT,13987.0,7,buy,13981,16,13987,7,6,13984.0,0.391304347826087,7.5,8.5,12.5,6700
R1,991900,ASH_COATED_OSMIUM,9983.0,5,sell,9983,14,9999,14,16,9991.0,0.0,-0.5,1.5,2.0,2400
R1,995100,ASH_COATED_OSMIUM,9983.0,5,sell,9983,11,9999,11,16,9991.0,0.0,1.5,1.0,nan,3200
R1,995900,ASH_COATED_OSMIUM,9985.0,4,sell,9985,14,10001,14,16,9993.0,0.0,0.0,0.0,nan,800
R1,999800,ASH_COATED_OSMIUM,9982.0,6,sell,9982,22,10001,15,19,9991.5,0.1891891891891892,nan,nan,nan,3900
R2_296317,4400,INTARIAN_PEPPER_ROOT,13011.0,5,buy,12997,10,13011,10,14,13004.0,0.0,0.5,1.0,5.0,-1
R2_296317,4800,INTARIAN_PEPPER_ROOT,13008.0,3,buy,12998,11,13007,4,9,13002.5,0.4666666666666667,2.5,3.5,7.5,400
R2_296317,9100,ASH_COATED_OSMIUM,10000.0,9,sell,10006,4,10016,12,10,10011.0,-0.5,-3.0,-3.0,-4.0,-1
R2_296317,23000,INTARIAN_PEPPER_ROOT,13016.0,4,sell,13016,11,13033,20,17,13024.5,-0.2903225806451613,-7.0,-0.5,3.5,18200
R2_296317,23100,INTARIAN_PEPPER_ROOT,13019.0,4,buy,13016,10,13019,4,3,13017.5,0.42857142857142855,5.5,5.0,10.5,100
R2_296317,33300,INTARIAN_PEPPER_ROOT,13037.0,7,sell,13037,7,13040,8,3,13038.5,-0.06666666666666667,-5.5,-4.5,-2.0,10200
R2_296317,35700,INTARIAN_PEPPER_ROOT,13039.0,3,sell,13039,3,13043,9,4,13041.0,-0.5,-5.0,-4.0,-0.5,2400
R2_296317,38500,INTARIAN_PEPPER_ROOT,13031.0,5,sell,13031,9,13046,9,15,13038.5,0.0,0.5,2.5,5.0,2800
R2_296317,39100,ASH_COATED_OSMIUM,10008.0,6,None,0,0,0,0,0,0,0.0,nan,nan,nan,30000
R2_296317,51400,INTARIAN_PEPPER_ROOT,13041.0,4,sell,13041,22,13058,12,17,13049.5,0.29411764705882354,2.0,2.5,6.5,12900
R2_296317,52600,INTARIAN_PEPPER_ROOT,13056.0,8,sell,13056,8,13060,10,4,13058.0,-0.1111111111111111,-7.0,-10.0,0.0,1200
R2_296317,67600,INTARIAN_PEPPER_ROOT,13071.0,4,sell,13071,4,13075,9,4,13073.0,-0.38461538461538464,-5.0,-4.0,0.0,15000
R2_296317,70400,INTARIAN_PEPPER_ROOT,13074.0,5,sell,13074,5,13077,9,3,13075.5,-0.2857142857142857,-5.0,-4.5,1.5,2800
R2_296317,73700,INTARIAN_PEPPER_ROOT,13063.0,4,sell,13063,23,13081,11,18,13072.0,0.35294117647058826,2.0,4.5,7.0,3300
R2_296317,77200,INTARIAN_PEPPER_ROOT,13070.0,3,sell,13070,12,13084,12,14,13077.0,0.0,2.0,1.0,5.0,3500
R2_296317,80200,INTARIAN_PEPPER_ROOT,13073.0,5,sell,13073,11,13087,11,14,13080.0,0.0,2.0,1.0,5.0,3000
R2_296317,84400,INTARIAN_PEPPER_ROOT,13088.0,5,sell,13088,5,13091,10,3,13089.5,-0.3333333333333333,-6.5,-4.5,-0.5,4200
R2_296317,85700,ASH_COATED_OSMIUM,10001.0,3,buy,9995,14,10001,8,6,9998.0,0.2727272727272727,6.5,5.0,3.0,46600
R2_296317,91700,INTARIAN_PEPPER_ROOT,13087.0,5,buy,13085,11,13087,8,2,13086.0,0.15789473684210525,6.0,5.0,11.0,7300
R2_296379,0,ASH_COATED_OSMIUM,10000.0,6,sell,10000,13,10016,13,16,10008.0,0.0,0.0,2.0,1.0,-1
R2_296379,4400,INTARIAN_PEPPER_ROOT,13011.0,5,buy,12994,22,13011,10,17,13002.5,0.375,0.5,2.5,7.0,-1
R2_296379,9100,ASH_COATED_OSMIUM,10000.0,9,sell,10006,4,10016,12,10,10011.0,-0.5,-3.0,-4.0,-4.0,9100
R2_296379,17400,INTARIAN_PEPPER_ROOT,13013.0,3,sell,13014,6,13024,9,10,13019.0,-0.2,-1.5,-1.0,3.0,13000
R2_296379,33300,INTARIAN_PEPPER_ROOT,13037.0,7,sell,13037,7,13040,8,3,13038.5,-0.06666666666666667,-7.0,-4.5,-6.0,15900
R2_296379,35700,INTARIAN_PEPPER_ROOT,13039.0,3,sell,13039,3,13046,20,7,13042.5,-0.7391304347826086,-12.5,-5.5,-1.5,2400
R2_296379,38500,INTARIAN_PEPPER_ROOT,13032.0,4,sell,13031,9,13046,9,15,13038.5,0.0,0.5,1.0,5.0,2800
R2_296379,51400,INTARIAN_PEPPER_ROOT,13044.0,4,sell,13044,12,13058,12,14,13051.0,0.0,-1.0,1.0,5.0,12900
R2_296379,52600,INTARIAN_PEPPER_ROOT,13056.0,8,sell,13056,8,13063,23,7,13059.5,-0.4838709677419355,-6.5,-11.5,0.0,1200
R2_296379,71500,INTARIAN_PEPPER_ROOT,13067.0,3,buy,13064,10,13067,4,3,13065.5,0.42857142857142855,8.0,7.0,11.0,18900
R2_296379,73700,INTARIAN_PEPPER_ROOT,13067.0,4,sell,13067,11,13081,11,14,13074.0,0.0,0.0,1.0,6.5,2200
R2_296379,77200,INTARIAN_PEPPER_ROOT,13070.0,3,sell,13070,12,13084,12,14,13077.0,0.0,2.0,1.0,5.0,3500
R2_296379,80200,INTARIAN_PEPPER_ROOT,13073.0,5,sell,13073,11,13087,11,14,13080.0,0.0,0.0,1.0,3.5,3000
R2_296379,83000,INTARIAN_PEPPER_ROOT,13086.0,6,sell,13086,6,13090,11,4,13088.0,-0.29411764705882354,-5.0,-4.0,0.0,2800
R2_296379,84400,INTARIAN_PEPPER_ROOT,13088.0,5,None,0,0,0,0,0,0,0.0,nan,nan,nan,1400
R2_296379,84800,INTARIAN_PEPPER_ROOT,13088.0,5,sell,13088,5,13095,22,7,13091.5,-0.6296296296296297,-6.5,-5.5,0.0,400
R2_296379,85700,ASH_COATED_OSMIUM,10001.0,3,buy,9995,14,10001,8,6,9998.0,0.2727272727272727,5.0,5.0,3.0,76600
R2_296379,91700,INTARIAN_PEPPER_ROOT,13087.0,5,buy,13085,11,13087,8,2,13086.0,0.15789473684210525,6.0,5.0,11.0,6900
R2_296379,95100,INTARIAN_PEPPER_ROOT,13091.0,1,buy,13088,8,13091,8,3,13089.5,0.0,5.5,6.5,nan,3400
R2_296379,96900,ASH_COATED_OSMIUM,10010.0,6,buy,9994,14,10010,14,16,10002.0,0.0,-1.5,-1.0,nan,11200
R2_296379,96900,ASH_COATED_OSMIUM,10010.0,8,buy,9994,14,10010,14,16,10002.0,0.0,-1.5,-1.0,nan,0
R2_296878,0,ASH_COATED_OSMIUM,10000.0,6,None,0,0,0,0,0,0,0.0,nan,nan,nan,-1
R2_296878,4400,INTARIAN_PEPPER_ROOT,13015.0,5,buy,12994,22,13015,22,21,13004.5,0.0,0.5,0.5,6.5,-1
R2_296878,9100,ASH_COATED_OSMIUM,10006.0,4,sell,10006,4,10016,12,10,10011.0,-0.5,-4.0,-4.0,-4.0,9100
R2_296878,9600,ASH_COATED_OSMIUM,9997.0,6,None,0,0,0,0,0,0,0.0,nan,nan,nan,500
R2_296878,14000,ASH_COATED_OSMIUM,10012.0,3,None,0,0,0,0,0,0,0.0,nan,nan,nan,4400
R2_296878,23000,INTARIAN_PEPPER_ROOT,13013.0,4,sell,13013,20,13030,11,17,13021.5,0.2903225806451613,-5.5,2.5,5.0,18600
R2_296878,23100,INTARIAN_PEPPER_ROOT,13019.0,4,buy,13013,23,13019,4,6,13016.0,0.7037037037037037,7.0,8.0,12.0,100
R2_296878,24600,ASH_COATED_OSMIUM,9992.0,3,None,0,0,0,0,0,0,0.0,nan,nan,nan,10600
R2_296878,33300,INTARIAN_PEPPER_ROOT,13037.0,7,sell,13037,7,13040,8,3,13038.5,-0.06666666666666667,-5.5,-6.0,-0.5,10200
R2_296878,35700,INTARIAN_PEPPER_ROOT,13039.0,3,sell,13039,3,13043,9,4,13041.0,-0.5,-11.0,-6.0,0.0,2400
R2_296878,38500,INTARIAN_PEPPER_ROOT,13032.0,4,sell,13031,9,13046,9,15,13038.5,0.0,0.5,-0.5,6.5,2800
R2_296878,44700,INTARIAN_PEPPER_ROOT,13040.0,8,buy,13038,11,13040,8,2,13039.0,0.15789473684210525,4.5,7.0,9.0,6200
R2_296878,51400,INTARIAN_PEPPER_ROOT,13044.0,4,sell,13044,12,13058,12,14,13051.0,0.0,1.0,1.0,5.5,6700
R2_296878,52600,INTARIAN_PEPPER_ROOT,13056.0,8,sell,13056,8,13060,10,4,13058.0,-0.1111111111111111,-5.0,-12.0,-0.5,1200
R2_296878,64900,ASH_COATED_OSMIUM,10013.0,4,None,0,0,0,0,0,0,0.0,nan,nan,nan,40300
R2_296878,67600,INTARIAN_PEPPER_ROOT,13071.0,4,sell,13071,4,13075,9,4,13073.0,-0.38461538461538464,-5.0,-4.0,-0.5,15000
R2_296878,70400,INTARIAN_PEPPER_ROOT,13074.0,5,sell,13074,5,13077,9,3,13075.5,-0.2857142857142857,-5.0,-4.5,1.5,2800
R2_296878,73700,INTARIAN_PEPPER_ROOT,13067.0,4,sell,13067,11,13081,11,14,13074.0,0.0,0.0,1.0,3.0,3300
R2_296878,77200,INTARIAN_PEPPER_ROOT,13070.0,3,sell,13070,12,13084,12,14,13077.0,0.0,0.0,3.0,5.0,3500
R2_296878,80200,INTARIAN_PEPPER_ROOT,13070.0,5,sell,13070,24,13087,11,17,13078.5,0.37142857142857144,3.5,1.0,6.5,3000
R2_296878,84400,INTARIAN_PEPPER_ROOT,13088.0,5,sell,13088,5,13095,24,7,13091.5,-0.6551724137931034,-6.5,-6.5,-3.5,4200
R2_296878,84800,INTARIAN_PEPPER_ROOT,13088.0,5,sell,13088,5,13092,8,4,13090.0,-0.23076923076923078,-5.0,-4.0,-0.5,400
R2_296878,85700,ASH_COATED_OSMIUM,10001.0,3,buy,9995,14,10001,8,6,9998.0,0.2727272727272727,5.0,5.0,3.0,20800
R2_296878,91700,INTARIAN_PEPPER_ROOT,13087.0,5,buy,13085,11,13087,8,2,13086.0,0.15789473684210525,6.0,7.0,9.0,6900
R2_296878,95100,INTARIAN_PEPPER_ROOT,13091.0,1,buy,13088,8,13091,8,3,13089.5,0.0,5.5,6.5,nan,3400
R2_297226,0,ASH_COATED_OSMIUM,10000.0,6,sell,10000,13,10016,13,16,10008.0,0.0,0.0,1.0,0.0,-1
R2_297226,9100,ASH_COATED_OSMIUM,10000.0,9,sell,10000,12,10016,12,16,10008.0,0.0,1.5,0.0,-1.0,9100
R2_297226,17400,INTARIAN_PEPPER_ROOT,13013.0,3,sell,13014,6,13024,9,10,13019.0,-0.2,-3.0,-1.0,3.5,-1
R2_297226,23000,INTARIAN_PEPPER_ROOT,13016.0,4,sell,13016,11,13030,11,14,13023.0,0.0,0.0,1.0,5.0,5600
R2_297226,33300,INTARIAN_PEPPER_ROOT,13037.0,7,None,0,0,0,0,0,0,0.0,nan,nan,nan,10300
R2_297226,35700,INTARIAN_PEPPER_ROOT,13039.0,3,sell,13039,3,13046,20,7,13042.5,-0.7391304347826086,-12.5,-5.5,-1.5,2400
R2_297226,38500,INTARIAN_PEPPER_ROOT,13032.0,4,sell,13031,9,13049,15,18,13040.0,-0.25,-1.0,-0.5,2.0,2800
R2_297226,41500,ASH_COATED_OSMIUM,10009.0,5,None,0,0,0,0,0,0,0.0,nan,nan,nan,32400
R2_297226,44700,INTARIAN_PEPPER_ROOT,13040.0,8,buy,13038,11,13040,8,2,13039.0,0.15789473684210525,6.0,7.0,11.0,6200
R2_297226,51400,INTARIAN_PEPPER_ROOT,13044.0,4,sell,13044,12,13058,12,14,13051.0,0.0,0.5,1.0,5.0,6700
R2_297226,52600,INTARIAN_PEPPER_ROOT,13056.0,8,sell,13056,8,13060,10,4,13058.0,-0.1111111111111111,-5.0,-10.0,0.0,1200
R2_297226,54600,ASH_COATED_OSMIUM,9995.0,6,None,0,0,0,0,0,0,0.0,nan,nan,nan,13100
R2_297226,58400,ASH_COATED_OSMIUM,9997.0,3,None,0,0,0,0,0,0,0.0,nan,nan,nan,3800
R2_297226,62000,ASH_COATED_OSMIUM,10014.0,6,None,0,0,0,0,0,0,0.0,nan,nan,nan,3600
R2_297226,67600,INTARIAN_PEPPER_ROOT,13071.0,4,sell,13071,4,13075,9,4,13073.0,-0.38461538461538464,-5.0,-4.0,0.0,15000
R2_297226,70400,INTARIAN_PEPPER_ROOT,13074.0,5,sell,13074,5,13081,16,7,13077.5,-0.5238095238095238,-7.0,-6.5,-2.5,2800
R2_297226,71500,INTARIAN_PEPPER_ROOT,13067.0,3,buy,13061,19,13067,4,6,13064.0,0.6521739130434783,8.0,7.0,14.0,1100
R2_297226,73700,INTARIAN_PEPPER_ROOT,13067.0,4,sell,13067,11,13081,11,14,13074.0,0.0,0.0,-1.0,5.0,2200
R2_297226,77200,INTARIAN_PEPPER_ROOT,13070.0,3,sell,13070,12,13084,12,14,13077.0,0.0,0.0,1.0,3.5,3500
R2_297226,80200,INTARIAN_PEPPER_ROOT,13073.0,5,sell,13073,11,13087,11,14,13080.0,0.0,2.0,1.0,5.0,3000
R2_297226,83000,INTARIAN_PEPPER_ROOT,13086.0,6,sell,13086,6,13090,11,4,13088.0,-0.29411764705882354,-5.0,-4.0,-1.5,2800
R2_297226,84400,INTARIAN_PEPPER_ROOT,13088.0,5,sell,13088,5,13091,10,3,13089.5,-0.3333333333333333,-5.0,-4.5,-0.5,1400
